source,ensembl,uniprot,taxon,prefname
C1537983,http://purl.uniprot.org/opentargets/ENSG00000108960,http://purl.uniprot.org/uniprot/Q15546,http://purl.uniprot.org/taxonomy/9606,Monocyte to macrophage differentiation factor
C1413723,http://purl.uniprot.org/opentargets/ENSG00000110717,http://purl.uniprot.org/uniprot/O00217,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
C1417620,http://purl.uniprot.org/opentargets/ENSG00000115204,http://purl.uniprot.org/uniprot/P39210,http://purl.uniprot.org/taxonomy/9606,Mitochondrial inner membrane protein Mpv17
C1417652,http://purl.uniprot.org/opentargets/ENSG00000115275,http://purl.uniprot.org/uniprot/Q13724,http://purl.uniprot.org/taxonomy/9606,Mannosyl-oligosaccharide glucosidase
C1414247,http://purl.uniprot.org/opentargets/ENSG00000115665,http://purl.uniprot.org/uniprot/Q9GZV3,http://purl.uniprot.org/taxonomy/9606,High affinity choline transporter 1
C1423677,http://purl.uniprot.org/opentargets/ENSG00000117632,http://purl.uniprot.org/uniprot/P16949,http://purl.uniprot.org/taxonomy/9606,Stathmin
C1414247,http://purl.uniprot.org/opentargets/ENSG00000118898,http://purl.uniprot.org/uniprot/O60437,http://purl.uniprot.org/taxonomy/9606,Periplakin
C1418526,http://purl.uniprot.org/opentargets/ENSG00000120519,http://purl.uniprot.org/uniprot/Q0GE19,http://purl.uniprot.org/taxonomy/9606,Sodium/bile acid cotransporter 7
C1332828,http://purl.uniprot.org/opentargets/ENSG00000122783,http://purl.uniprot.org/uniprot/Q9BWK5,http://purl.uniprot.org/taxonomy/9606,Cell cycle regulator of non-homologous end joining
C1538301,http://purl.uniprot.org/opentargets/ENSG00000125356,http://purl.uniprot.org/uniprot/O15239,http://purl.uniprot.org/taxonomy/9606,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
C1420527,http://purl.uniprot.org/opentargets/ENSG00000125363,http://purl.uniprot.org/uniprot/Q99217,http://purl.uniprot.org/taxonomy/9606,"Amelogenin, X isoform"
C1412382,http://purl.uniprot.org/opentargets/ENSG00000127884,http://purl.uniprot.org/uniprot/P30084,http://purl.uniprot.org/taxonomy/9606,"Enoyl-CoA hydratase, mitochondrial"
C1417198,http://purl.uniprot.org/opentargets/ENSG00000128039,http://purl.uniprot.org/uniprot/Q9H8P0,http://purl.uniprot.org/taxonomy/9606,Polyprenal reductase
C1428130,http://purl.uniprot.org/opentargets/ENSG00000130558,http://purl.uniprot.org/uniprot/Q99784,http://purl.uniprot.org/taxonomy/9606,Noelin
C1415009,http://purl.uniprot.org/opentargets/ENSG00000131931,http://purl.uniprot.org/uniprot/Q9NVV9,http://purl.uniprot.org/taxonomy/9606,THAP domain-containing protein 1
C1415009,http://purl.uniprot.org/opentargets/ENSG00000132437,http://purl.uniprot.org/uniprot/P20711,http://purl.uniprot.org/taxonomy/9606,Aromatic-L-amino-acid decarboxylase
C1537983,http://purl.uniprot.org/opentargets/ENSG00000133884,http://purl.uniprot.org/uniprot/Q92785,http://purl.uniprot.org/taxonomy/9606,Zinc finger protein ubi-d4
C1417807,http://purl.uniprot.org/opentargets/ENSG00000135917,http://purl.uniprot.org/uniprot/Q9BZV2,http://purl.uniprot.org/taxonomy/9606,Thiamine transporter 2
C1415180,http://purl.uniprot.org/opentargets/ENSG00000136710,http://purl.uniprot.org/uniprot/Q96NT0,http://purl.uniprot.org/taxonomy/9606,Coiled-coil domain-containing protein 115
C1424138,http://purl.uniprot.org/opentargets/ENSG00000137513,http://purl.uniprot.org/uniprot/Q96I59,http://purl.uniprot.org/taxonomy/9606,Asparaginyl-tRNA synthetase
C1539322,http://purl.uniprot.org/opentargets/ENSG00000138095,http://purl.uniprot.org/uniprot/P42704,http://purl.uniprot.org/taxonomy/9606,"Leucine-rich PPR motif-containing protein, mitochondrial"
C1417247,http://purl.uniprot.org/opentargets/ENSG00000140521,http://purl.uniprot.org/uniprot/P54098,http://purl.uniprot.org/taxonomy/9606,DNA polymerase subunit gamma-1
C1416781,http://purl.uniprot.org/opentargets/ENSG00000140650,http://purl.uniprot.org/uniprot/O15305,http://purl.uniprot.org/taxonomy/9606,Phosphomannomutase 2
C1413902,http://purl.uniprot.org/opentargets/ENSG00000141627,http://purl.uniprot.org/uniprot/Q7RTS9,http://purl.uniprot.org/taxonomy/9606,Dymeclin
C1412792,http://purl.uniprot.org/opentargets/ENSG00000143184,http://purl.uniprot.org/uniprot/P47992,http://purl.uniprot.org/taxonomy/9606,Lymphotactin
C1417055,http://purl.uniprot.org/opentargets/ENSG00000144455,http://purl.uniprot.org/uniprot/Q8NBK3,http://purl.uniprot.org/taxonomy/9606,Formylglycine-generating enzyme
C1825598,http://purl.uniprot.org/opentargets/ENSG00000144891,http://purl.uniprot.org/uniprot/P30556,http://purl.uniprot.org/taxonomy/9606,Type-1 angiotensin II receptor
C1417651,http://purl.uniprot.org/opentargets/ENSG00000148356,http://purl.uniprot.org/uniprot/Q6UWE0,http://purl.uniprot.org/taxonomy/9606,E3 ubiquitin-protein ligase LRSAM1
C1425330,http://purl.uniprot.org/opentargets/ENSG00000151092,http://purl.uniprot.org/uniprot/Q96IV0,http://purl.uniprot.org/taxonomy/9606,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase
C1537995,http://purl.uniprot.org/opentargets/ENSG00000151360,http://purl.uniprot.org/uniprot/Q8N6M5,http://purl.uniprot.org/taxonomy/9606,Probable inactive allantoicase
C1824732,http://purl.uniprot.org/opentargets/ENSG00000151552,http://purl.uniprot.org/uniprot/P09417,http://purl.uniprot.org/taxonomy/9606,Dihydropteridine reductase
C1415009,http://purl.uniprot.org/opentargets/ENSG00000152601,http://purl.uniprot.org/uniprot/Q9NR56,http://purl.uniprot.org/taxonomy/9606,Muscleblind-like protein 1
C1413064,http://purl.uniprot.org/opentargets/ENSG00000154059,http://purl.uniprot.org/uniprot/Q9P2X3,http://purl.uniprot.org/taxonomy/9606,Protein IMPACT
C1825598,http://purl.uniprot.org/opentargets/ENSG00000158747,http://purl.uniprot.org/uniprot/P41271,http://purl.uniprot.org/taxonomy/9606,Neuroblastoma suppressor of tumorigenicity 1
C1420562,http://purl.uniprot.org/opentargets/ENSG00000160131,http://purl.uniprot.org/uniprot/Q3ZAQ7,http://purl.uniprot.org/taxonomy/9606,Vacuolar ATPase assembly integral membrane protein VMA21
C1419208,http://purl.uniprot.org/opentargets/ENSG00000160211,http://purl.uniprot.org/uniprot/P11413,http://purl.uniprot.org/taxonomy/9606,Glucose-6-phosphate 1-dehydrogenase
C1418251,http://purl.uniprot.org/opentargets/ENSG00000163527,http://purl.uniprot.org/uniprot/Q8TCJ2,http://purl.uniprot.org/taxonomy/9606,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B
C1428660,http://purl.uniprot.org/opentargets/ENSG00000163933,http://purl.uniprot.org/uniprot/Q96AA3,http://purl.uniprot.org/taxonomy/9606,Man(5)GlcNAc(2)-PP-dolichol translocation protein RFT1
C0919442,http://purl.uniprot.org/opentargets/ENSG00000164458,http://purl.uniprot.org/uniprot/O15178,http://purl.uniprot.org/taxonomy/9606,T-box transcription factor T
C1422359,http://purl.uniprot.org/opentargets/ENSG00000164751,http://purl.uniprot.org/uniprot/P28328,http://purl.uniprot.org/taxonomy/9606,Peroxisome biogenesis factor 2
C0812273,http://purl.uniprot.org/opentargets/ENSG00000165168,http://purl.uniprot.org/uniprot/P04839,http://purl.uniprot.org/taxonomy/9606,NADPH oxidase 2
C1424945,http://purl.uniprot.org/opentargets/ENSG00000165704,http://purl.uniprot.org/uniprot/P00492,http://purl.uniprot.org/taxonomy/9606,Hypoxanthine-guanine phosphoribosyltransferase
C1413892,http://purl.uniprot.org/opentargets/ENSG00000165841,http://purl.uniprot.org/uniprot/P33261,http://purl.uniprot.org/taxonomy/9606,Cytochrome P450 2C19
C1428449,http://purl.uniprot.org/opentargets/ENSG00000166220,http://purl.uniprot.org/uniprot/Q96M53,http://purl.uniprot.org/taxonomy/9606,Protein TBATA
C1823292,http://purl.uniprot.org/opentargets/ENSG00000167792,http://purl.uniprot.org/uniprot/P49821,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
C1419344,http://purl.uniprot.org/opentargets/ENSG00000167895,http://purl.uniprot.org/uniprot/Q8IU68,http://purl.uniprot.org/taxonomy/9606,Transmembrane channel-like protein 8
C1413844,http://purl.uniprot.org/opentargets/ENSG00000169313,http://purl.uniprot.org/uniprot/Q9H244,http://purl.uniprot.org/taxonomy/9606,P2Y purinoceptor 12
C1417002,http://purl.uniprot.org/opentargets/ENSG00000171759,http://purl.uniprot.org/uniprot/P00439,http://purl.uniprot.org/taxonomy/9606,Phenylalanine-4-hydroxylase
C1422646,http://purl.uniprot.org/opentargets/ENSG00000172037,http://purl.uniprot.org/uniprot/P55268,http://purl.uniprot.org/taxonomy/9606,Laminin subunit beta-2
C1417525,http://purl.uniprot.org/opentargets/ENSG00000172269,http://purl.uniprot.org/uniprot/Q9H3H5,http://purl.uniprot.org/taxonomy/9606,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
C1333652,http://purl.uniprot.org/opentargets/ENSG00000173166,http://purl.uniprot.org/uniprot/Q70E73,http://purl.uniprot.org/taxonomy/9606,Ras-associated and pleckstrin homology domains-containing protein 1
C1424808,http://purl.uniprot.org/opentargets/ENSG00000173402,http://purl.uniprot.org/uniprot/Q14118,http://purl.uniprot.org/taxonomy/9606,Dystroglycan 1
C1824234,http://purl.uniprot.org/opentargets/ENSG00000173540,http://purl.uniprot.org/uniprot/Q9Y5P6,http://purl.uniprot.org/taxonomy/9606,Mannose-1-phosphate guanylyltransferase catalytic subunit beta
C1416797,http://purl.uniprot.org/opentargets/ENSG00000174358,http://purl.uniprot.org/uniprot/Q695T7,http://purl.uniprot.org/taxonomy/9606,Sodium-dependent neutral amino acid transporter B(0)AT1
C1421250,http://purl.uniprot.org/opentargets/ENSG00000175206,http://purl.uniprot.org/uniprot/P01160,http://purl.uniprot.org/taxonomy/9606,Natriuretic peptides A
C1417573,http://purl.uniprot.org/opentargets/ENSG00000180879,http://purl.uniprot.org/uniprot/P51571,http://purl.uniprot.org/taxonomy/9606,Translocon-associated protein subunit delta
C1415701,http://purl.uniprot.org/opentargets/ENSG00000181192,http://purl.uniprot.org/uniprot/Q96HY7,http://purl.uniprot.org/taxonomy/9606,2-oxoadipate dehydrogenase complex component E1
C1419182,http://purl.uniprot.org/opentargets/ENSG00000181924,http://purl.uniprot.org/uniprot/Q9NYJ1,http://purl.uniprot.org/taxonomy/9606,"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial"
C0919478,http://purl.uniprot.org/opentargets/ENSG00000182492,http://purl.uniprot.org/uniprot/P21810,http://purl.uniprot.org/taxonomy/9606,Biglycan
C1413943,http://purl.uniprot.org/opentargets/ENSG00000198695,http://purl.uniprot.org/uniprot/P03923,http://purl.uniprot.org/taxonomy/9606,NADH-ubiquinone oxidoreductase chain 6
C1420527,http://purl.uniprot.org/opentargets/ENSG00000198840,http://purl.uniprot.org/uniprot/P03897,http://purl.uniprot.org/taxonomy/9606,NADH-ubiquinone oxidoreductase chain 3
C1427163,http://purl.uniprot.org/opentargets/ENSG00000198899,http://purl.uniprot.org/uniprot/P00846,http://purl.uniprot.org/taxonomy/9606,ATP synthase F(0) complex subunit a
C1427818,http://purl.uniprot.org/opentargets/ENSG00000214114,http://purl.uniprot.org/uniprot/Q99417,http://purl.uniprot.org/taxonomy/9606,c-Myc-binding protein
C1826350,http://purl.uniprot.org/opentargets/ENSG00000215193,http://purl.uniprot.org/uniprot/Q7Z412,http://purl.uniprot.org/taxonomy/9606,Peroxisome assembly protein 26
C1418526,http://purl.uniprot.org/opentargets/ENSG00000244045,http://purl.uniprot.org/uniprot/Q8N511,http://purl.uniprot.org/taxonomy/9606,Transmembrane protein 199
C1425428,http://purl.uniprot.org/opentargets/ENSG00000253710,http://purl.uniprot.org/uniprot/Q2TAA5,http://purl.uniprot.org/taxonomy/9606,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase"
C1420188,http://purl.uniprot.org/opentargets/ENSG00000000938,http://purl.uniprot.org/uniprot/P09769,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Fgr
C1417945,http://purl.uniprot.org/opentargets/ENSG00000002726,http://purl.uniprot.org/uniprot/P19801,http://purl.uniprot.org/taxonomy/9606,Diamine oxidase [copper-containing]
C1825598,http://purl.uniprot.org/opentargets/ENSG00000004809,http://purl.uniprot.org/uniprot/Q86VW1,http://purl.uniprot.org/taxonomy/9606,Solute carrier family 22 member 16
C1427169,http://purl.uniprot.org/opentargets/ENSG00000004848,http://purl.uniprot.org/uniprot/Q96QS3,http://purl.uniprot.org/taxonomy/9606,Homeobox protein ARX
C1427953,http://purl.uniprot.org/opentargets/ENSG00000007314,http://purl.uniprot.org/uniprot/P35499,http://purl.uniprot.org/taxonomy/9606,Sodium channel protein type 4 subunit alpha
C1823430,http://purl.uniprot.org/opentargets/ENSG00000014919,http://purl.uniprot.org/uniprot/Q7KZN9,http://purl.uniprot.org/taxonomy/9606,Heme A synthase COX15
C1420187,http://purl.uniprot.org/opentargets/ENSG00000017427,http://purl.uniprot.org/uniprot/P05019,http://purl.uniprot.org/taxonomy/9606,Insulin-like growth factor 1
C1414139,http://purl.uniprot.org/opentargets/ENSG00000033011,http://purl.uniprot.org/uniprot/Q9BT22,http://purl.uniprot.org/taxonomy/9606,Chitobiosyldiphosphodolichol beta-mannosyltransferase
C1876205,http://purl.uniprot.org/opentargets/ENSG00000060982,http://purl.uniprot.org/uniprot/P54687,http://purl.uniprot.org/taxonomy/9606,"Branched-chain-amino-acid aminotransferase, cytosolic"
C1426768,http://purl.uniprot.org/opentargets/ENSG00000066427,http://purl.uniprot.org/uniprot/P54252,http://purl.uniprot.org/taxonomy/9606,Ataxin-3
C1333253,http://purl.uniprot.org/opentargets/ENSG00000070748,http://purl.uniprot.org/uniprot/P28329,http://purl.uniprot.org/taxonomy/9606,Choline O-acetyltransferase
C1421146,http://purl.uniprot.org/opentargets/ENSG00000077498,http://purl.uniprot.org/uniprot/P14679,http://purl.uniprot.org/taxonomy/9606,Tyrosinase
C2239313,http://purl.uniprot.org/opentargets/ENSG00000088035,http://purl.uniprot.org/uniprot/Q9Y672,http://purl.uniprot.org/taxonomy/9606,"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase"
C1420696,http://purl.uniprot.org/opentargets/ENSG00000092445,http://purl.uniprot.org/uniprot/Q06418,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase receptor TYRO3
C1539747,http://purl.uniprot.org/opentargets/ENSG00000100031,http://purl.uniprot.org/uniprot/P19440,http://purl.uniprot.org/taxonomy/9606,Glutathione hydrolase 1 proenzyme
C1425330,http://purl.uniprot.org/opentargets/ENSG00000100815,http://purl.uniprot.org/uniprot/Q15643,http://purl.uniprot.org/taxonomy/9606,Thyroid receptor-interacting protein 11
C0919478,http://purl.uniprot.org/opentargets/ENSG00000101161,http://purl.uniprot.org/uniprot/O94906,http://purl.uniprot.org/taxonomy/9606,Pre-mRNA-processing factor 6
C1415180,http://purl.uniprot.org/opentargets/ENSG00000101247,http://purl.uniprot.org/uniprot/Q5TEU4,http://purl.uniprot.org/taxonomy/9606,"Arginine-hydroxylase NDUFAF5, mitochondrial"
C1334089,http://purl.uniprot.org/opentargets/ENSG00000101680,http://purl.uniprot.org/uniprot/P25391,http://purl.uniprot.org/taxonomy/9606,Laminin subunit alpha-1
C1419152,http://purl.uniprot.org/opentargets/ENSG00000101901,http://purl.uniprot.org/uniprot/Q9NP73,http://purl.uniprot.org/taxonomy/9606,UDP-N-acetylglucosamine transferase subunit ALG13
C1826706,http://purl.uniprot.org/opentargets/ENSG00000104936,http://purl.uniprot.org/uniprot/Q09013,http://purl.uniprot.org/taxonomy/9606,Myotonin-protein kinase
C1420527,http://purl.uniprot.org/opentargets/ENSG00000105607,http://purl.uniprot.org/uniprot/Q92947,http://purl.uniprot.org/taxonomy/9606,"Glutaryl-CoA dehydrogenase, mitochondrial"
C1418437,http://purl.uniprot.org/opentargets/ENSG00000107105,http://purl.uniprot.org/uniprot/Q12926,http://purl.uniprot.org/taxonomy/9606,ELAV-like protein 2
C1420116,http://purl.uniprot.org/opentargets/ENSG00000108064,http://purl.uniprot.org/uniprot/Q00059,http://purl.uniprot.org/taxonomy/9606,"Transcription factor A, mitochondrial"
C1413632,http://purl.uniprot.org/opentargets/ENSG00000108387,http://purl.uniprot.org/uniprot/O43236,http://purl.uniprot.org/taxonomy/9606,Septin-4
C1413603,http://purl.uniprot.org/opentargets/ENSG00000108405,http://purl.uniprot.org/uniprot/P51575,http://purl.uniprot.org/taxonomy/9606,P2X purinoceptor 1
C1420116,http://purl.uniprot.org/opentargets/ENSG00000108433,http://purl.uniprot.org/uniprot/O14653,http://purl.uniprot.org/taxonomy/9606,Golgi SNAP receptor complex member 2
C1415046,http://purl.uniprot.org/opentargets/ENSG00000108556,http://purl.uniprot.org/uniprot/Q04844,http://purl.uniprot.org/taxonomy/9606,Acetylcholine receptor subunit epsilon
C1823173,http://purl.uniprot.org/opentargets/ENSG00000112799,http://purl.uniprot.org/uniprot/O95711,http://purl.uniprot.org/taxonomy/9606,Lymphocyte antigen 86
C1413376,http://purl.uniprot.org/opentargets/ENSG00000115204,http://purl.uniprot.org/uniprot/P39210,http://purl.uniprot.org/taxonomy/9606,Mitochondrial inner membrane protein Mpv17
C1412285,http://purl.uniprot.org/opentargets/ENSG00000115665,http://purl.uniprot.org/uniprot/Q9GZV3,http://purl.uniprot.org/taxonomy/9606,High affinity choline transporter 1
C1418406,http://purl.uniprot.org/opentargets/ENSG00000118432,http://purl.uniprot.org/uniprot/P21554,http://purl.uniprot.org/taxonomy/9606,Cannabinoid receptor 1
C1419271,http://purl.uniprot.org/opentargets/ENSG00000118729,http://purl.uniprot.org/uniprot/O14958,http://purl.uniprot.org/taxonomy/9606,Calsequestrin-2
C1414133,http://purl.uniprot.org/opentargets/ENSG00000121897,http://purl.uniprot.org/uniprot/O43766,http://purl.uniprot.org/taxonomy/9606,"Lipoyl synthase, mitochondrial"
C1824957,http://purl.uniprot.org/opentargets/ENSG00000127884,http://purl.uniprot.org/uniprot/P30084,http://purl.uniprot.org/taxonomy/9606,"Enoyl-CoA hydratase, mitochondrial"
C1413412,http://purl.uniprot.org/opentargets/ENSG00000128039,http://purl.uniprot.org/uniprot/Q9H8P0,http://purl.uniprot.org/taxonomy/9606,Polyprenal reductase
C1419862,http://purl.uniprot.org/opentargets/ENSG00000131828,http://purl.uniprot.org/uniprot/P08559,http://purl.uniprot.org/taxonomy/9606,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"
C1414247,http://purl.uniprot.org/opentargets/ENSG00000134569,http://purl.uniprot.org/uniprot/O75096,http://purl.uniprot.org/taxonomy/9606,Low-density lipoprotein receptor-related protein 4
C1416916,http://purl.uniprot.org/opentargets/ENSG00000134760,http://purl.uniprot.org/uniprot/Q02413,http://purl.uniprot.org/taxonomy/9606,Desmoglein-1
C1423677,http://purl.uniprot.org/opentargets/ENSG00000134851,http://purl.uniprot.org/uniprot/Q9HC07,http://purl.uniprot.org/taxonomy/9606,Putative divalent cation/proton antiporter TMEM165
C2829636,http://purl.uniprot.org/opentargets/ENSG00000137252,http://purl.uniprot.org/uniprot/O43614,http://purl.uniprot.org/taxonomy/9606,Orexin receptor type 2
C1424272,http://purl.uniprot.org/opentargets/ENSG00000138095,http://purl.uniprot.org/uniprot/P42704,http://purl.uniprot.org/taxonomy/9606,"Leucine-rich PPR motif-containing protein, mitochondrial"
C1421250,http://purl.uniprot.org/opentargets/ENSG00000138821,http://purl.uniprot.org/uniprot/Q9C0K1,http://purl.uniprot.org/taxonomy/9606,Metal cation symporter ZIP8
C1413135,http://purl.uniprot.org/opentargets/ENSG00000140650,http://purl.uniprot.org/uniprot/O15305,http://purl.uniprot.org/taxonomy/9606,Phosphomannomutase 2
C1417055,http://purl.uniprot.org/opentargets/ENSG00000147162,http://purl.uniprot.org/uniprot/O15294,http://purl.uniprot.org/taxonomy/9606,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit
C1412100,http://purl.uniprot.org/opentargets/ENSG00000147408,http://purl.uniprot.org/uniprot/Q8TDX6,http://purl.uniprot.org/taxonomy/9606,Chondroitin sulfate N-acetylgalactosaminyltransferase 1
C1414085,http://purl.uniprot.org/opentargets/ENSG00000148908,http://purl.uniprot.org/uniprot/O43665,http://purl.uniprot.org/taxonomy/9606,Regulator of G-protein signaling 10
C1332798,http://purl.uniprot.org/opentargets/ENSG00000149295,http://purl.uniprot.org/uniprot/P14416,http://purl.uniprot.org/taxonomy/9606,D(2) dopamine receptor
C1417247,http://purl.uniprot.org/opentargets/ENSG00000152601,http://purl.uniprot.org/uniprot/Q9NR56,http://purl.uniprot.org/taxonomy/9606,Muscleblind-like protein 1
C1417247,http://purl.uniprot.org/opentargets/ENSG00000154059,http://purl.uniprot.org/uniprot/Q9P2X3,http://purl.uniprot.org/taxonomy/9606,Protein IMPACT
C1825598,http://purl.uniprot.org/opentargets/ENSG00000155657,http://purl.uniprot.org/uniprot/Q8WZ42,http://purl.uniprot.org/taxonomy/9606,Titin
C1425272,http://purl.uniprot.org/opentargets/ENSG00000160213,http://purl.uniprot.org/uniprot/P04080,http://purl.uniprot.org/taxonomy/9606,Cystatin-B
C1537811,http://purl.uniprot.org/opentargets/ENSG00000162738,http://purl.uniprot.org/uniprot/Q9ULK5,http://purl.uniprot.org/taxonomy/9606,Vang-like protein 2
C1417055,http://purl.uniprot.org/opentargets/ENSG00000164258,http://purl.uniprot.org/uniprot/O43181,http://purl.uniprot.org/taxonomy/9606,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"
C1421222,http://purl.uniprot.org/opentargets/ENSG00000164414,http://purl.uniprot.org/uniprot/P78382,http://purl.uniprot.org/taxonomy/9606,CMP-sialic acid transporter
C1427953,http://purl.uniprot.org/opentargets/ENSG00000165194,http://purl.uniprot.org/uniprot/Q8TAB3,http://purl.uniprot.org/taxonomy/9606,Protocadherin-19
C1415963,http://purl.uniprot.org/opentargets/ENSG00000165841,http://purl.uniprot.org/uniprot/P33261,http://purl.uniprot.org/taxonomy/9606,Cytochrome P450 2C19
C1825850,http://purl.uniprot.org/opentargets/ENSG00000165917,http://purl.uniprot.org/uniprot/Q13702,http://purl.uniprot.org/taxonomy/9606,43 kDa receptor-associated protein of the synapse
C1428660,http://purl.uniprot.org/opentargets/ENSG00000166233,http://purl.uniprot.org/uniprot/Q9Y4X5,http://purl.uniprot.org/taxonomy/9606,E3 ubiquitin-protein ligase ARIH1
C1415009,http://purl.uniprot.org/opentargets/ENSG00000166736,http://purl.uniprot.org/uniprot/P46098,http://purl.uniprot.org/taxonomy/9606,5-hydroxytryptamine receptor 3A
C1423817,http://purl.uniprot.org/opentargets/ENSG00000169313,http://purl.uniprot.org/uniprot/Q9H244,http://purl.uniprot.org/taxonomy/9606,P2Y purinoceptor 12
C1825598,http://purl.uniprot.org/opentargets/ENSG00000172269,http://purl.uniprot.org/uniprot/Q9H3H5,http://purl.uniprot.org/taxonomy/9606,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
C1414672,http://purl.uniprot.org/opentargets/ENSG00000172339,http://purl.uniprot.org/uniprot/Q96F25,http://purl.uniprot.org/taxonomy/9606,UDP-N-acetylglucosamine transferase subunit ALG14
C1420188,http://purl.uniprot.org/opentargets/ENSG00000174358,http://purl.uniprot.org/uniprot/Q695T7,http://purl.uniprot.org/taxonomy/9606,Sodium-dependent neutral amino acid transporter B(0)AT1
C2240046,http://purl.uniprot.org/opentargets/ENSG00000174640,http://purl.uniprot.org/uniprot/Q92959,http://purl.uniprot.org/taxonomy/9606,Solute carrier organic anion transporter family member 2A1
C1425428,http://purl.uniprot.org/opentargets/ENSG00000175536,http://purl.uniprot.org/uniprot/A6NK58,http://purl.uniprot.org/taxonomy/9606,"Octanoyl-[acyl-carrier-protein]:protein N-octanoyltransferase LIPT2, mitochondrial"
C1415053,http://purl.uniprot.org/opentargets/ENSG00000175920,http://purl.uniprot.org/uniprot/Q18PE1,http://purl.uniprot.org/taxonomy/9606,Protein Dok-7
C1412751,http://purl.uniprot.org/opentargets/ENSG00000177239,http://purl.uniprot.org/uniprot/Q9UKM7,http://purl.uniprot.org/taxonomy/9606,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase"
C1419693,http://purl.uniprot.org/opentargets/ENSG00000177600,http://purl.uniprot.org/uniprot/P05387,http://purl.uniprot.org/taxonomy/9606,Large ribosomal subunit protein P2
C1422530,http://purl.uniprot.org/opentargets/ENSG00000178802,http://purl.uniprot.org/uniprot/P34949,http://purl.uniprot.org/taxonomy/9606,Mannose-6-phosphate isomerase
C1823172,http://purl.uniprot.org/opentargets/ENSG00000179085,http://purl.uniprot.org/uniprot/Q9P2X0,http://purl.uniprot.org/taxonomy/9606,Dolichol-phosphate mannosyltransferase subunit 3
C1416994,http://purl.uniprot.org/opentargets/ENSG00000181830,http://purl.uniprot.org/uniprot/Q96A29,http://purl.uniprot.org/taxonomy/9606,GDP-fucose transporter 1
C1418674,http://purl.uniprot.org/opentargets/ENSG00000183010,http://purl.uniprot.org/uniprot/P32322,http://purl.uniprot.org/taxonomy/9606,"Pyrroline-5-carboxylate reductase 1, mitochondrial"
C1420129,http://purl.uniprot.org/opentargets/ENSG00000187140,http://purl.uniprot.org/uniprot/Q9UJU5,http://purl.uniprot.org/taxonomy/9606,Forkhead box protein D3
C1417244,http://purl.uniprot.org/opentargets/ENSG00000187714,http://purl.uniprot.org/uniprot/Q16572,http://purl.uniprot.org/taxonomy/9606,Vesicular acetylcholine transporter
C1418674,http://purl.uniprot.org/opentargets/ENSG00000188157,http://purl.uniprot.org/uniprot/O00468,http://purl.uniprot.org/taxonomy/9606,Agrin
C1423541,http://purl.uniprot.org/opentargets/ENSG00000196639,http://purl.uniprot.org/uniprot/P35367,http://purl.uniprot.org/taxonomy/9606,Histamine H1 receptor
C1332828,http://purl.uniprot.org/opentargets/ENSG00000198380,http://purl.uniprot.org/uniprot/Q06210,http://purl.uniprot.org/taxonomy/9606,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1
C1825598,http://purl.uniprot.org/opentargets/ENSG00000206561,http://purl.uniprot.org/uniprot/Q9Y215,http://purl.uniprot.org/taxonomy/9606,Acetylcholinesterase collagenic tail peptide
C1333933,http://purl.uniprot.org/opentargets/ENSG00000249915,http://purl.uniprot.org/uniprot/O75340,http://purl.uniprot.org/taxonomy/9606,Programmed cell death protein 6
C1538301,http://purl.uniprot.org/opentargets/ENSG00000253710,http://purl.uniprot.org/uniprot/Q2TAA5,http://purl.uniprot.org/taxonomy/9606,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase"
C1825598,http://purl.uniprot.org/opentargets/ENSG00000008086,http://purl.uniprot.org/uniprot/O76039,http://purl.uniprot.org/taxonomy/9606,Cyclin-dependent kinase-like 5
C1425330,http://purl.uniprot.org/opentargets/ENSG00000060982,http://purl.uniprot.org/uniprot/P54687,http://purl.uniprot.org/taxonomy/9606,"Branched-chain-amino-acid aminotransferase, cytosolic"
C1424950,http://purl.uniprot.org/opentargets/ENSG00000066427,http://purl.uniprot.org/uniprot/P54252,http://purl.uniprot.org/taxonomy/9606,Ataxin-3
